"image","xmin","ymin","xmax","ymax","label"
"cam001.MP4#t=0.4.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=0.4.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=0.4.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=0.4.jpg",651.8373343094946,1843.0756578947364,976.9667559340322,1998.9473684210525,"slipper"
"cam001.MP4#t=0.jpg",2567.891684648582,1432.5493902909127,2981.405768341554,2054.654701634457,"child"
"cam001.MP4#t=0.jpg",3625.3515143341556,939.9178113435444,3840,1792.5493902909127,"TV"
"cam001.MP4#t=0.jpg",3426.4859163070287,2.0230745014391447,3641.134401972873,1625.1809210526314,"camera_poll"
"cam001.MP4#t=0.jpg",2346.9298127311963,260.9703947368421,2447.940813810111,1220.9704911081412,"camera_poll"
"cam001.MP4#t=0.jpg",2245.9188116522814,576.7598925138774,2864.6115906288537,1400.9704911081412,"plant"
"cam001.MP4#t=0.jpg",2091.245472410604,1176.7599166067023,2394.2787646424167,1359.9177631578948,"cardboard"
"cam001.MP4#t=0.jpg",1778.7423897965475,1151.4967105263156,1958.6684070591862,1347.2862323961758,"bag"
"cam001.MP4#t=0.jpg",1643.008631319359,1296.7599647923519,1911.3194551479655,1404.1283376593337,"cloth"
"cam001.MP4#t=0.jpg",1362.0716129778052,1312.5493421052631,1595.6596794081381,1429.3915437397204,"cloth"
"cam001.MP4#t=0.jpg",620.2712700369914,519.9177872507196,1362.0716129778052,1407.2861842105262,"plant"
"cam001.MP4#t=0.jpg",64.71025836159063,902.023074501439,797.0407386713933,1865.1810174239308,"color_box"
"cam001.MP4#t=0.jpg",648.6806411837239,1824.1282894736842,992.7497880702838,1982.0232190583881,"slipper"
"cam001.MP4#t=0.jpg",459.284833538841,8.338839882298519,661.3071246917386,1505.1810174239308,"camera_poll"
"cam001.MP4#t=0.jpg",342.4908003236745,112.54936619808798,471.91131704685574,936.759964792352,"camera_poll"
"cam001.MP4#t=2.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=2.jpg",2564.3091465264624,1468.7037561966026,3263.566591422122,2021.4829659318636,"child"
"cam001.MP4#t=2.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=2.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=2.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=2.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=2.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=2.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=2.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=2.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=2.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=2.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=2.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=2.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=1.8.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=1.8.jpg",2551.306889190118,1477.3610708258611,3111.8735891647866,2051.783567134268,"child"
"cam001.MP4#t=1.8.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=1.8.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=1.8.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=1.8.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=1.8.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=1.8.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=1.8.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=1.8.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=1.8.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=1.8.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=1.8.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=1.8.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=0.6.jpg",3612.7250308261405,934.9899799599198,3840,1793.2070248404352,"tv"
"cam001.MP4#t=0.6.jpg",2494.9637740659623,1425.4171830503108,2895.169300225734,2051.783567134268,"child"
"cam001.MP4#t=0.6.jpg",2235.697184618313,566.2231015922673,2860.4966139954854,1406.813627254509,"plant"
"cam001.MP4#t=0.6.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=0.6.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=0.6.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=0.6.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=0.6.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=0.6.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=0.6.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=0.6.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=0.6.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=0.6.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=0.6.jpg",651.8373343094946,1843.0756578947364,976.9667559340322,1998.9473684210525,"slipper"
"cam001.MP4#t=1.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=1.jpg",2499.297859844744,1429.74584036494,2899.5033860045155,2056.112224448898,"child"
"cam001.MP4#t=1.jpg",2235.697184618313,566.2231015922673,2860.4966139954854,1406.813627254509,"plant"
"cam001.MP4#t=1.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=1.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=1.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=1.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=1.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=1.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=1.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=1.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=1.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=1.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=1.jpg",651.8373343094946,1843.0756578947364,976.9667559340322,1998.9473684210525,"slipper"
"cam001.MP4#t=2.2.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=2.2.jpg",2564.309146526463,1468.7037561966026,3306.9074492099326,2021.4829659318636,"child"
"cam001.MP4#t=2.2.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=2.2.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=2.2.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=2.2.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=2.2.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=2.2.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=2.2.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=2.2.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=2.2.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=2.2.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=2.2.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=2.2.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=3.2.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=3.2.jpg",2646.6567763233065,1524.976301286782,3532.2799097065463,2012.8256513026051,"child"
"cam001.MP4#t=3.2.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=3.2.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=3.2.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=3.2.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=3.2.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=3.2.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=3.2.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=3.2.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=3.2.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=3.2.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=3.2.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=3.2.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=0.8.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=0.8.jpg",2494.9637740659623,1425.4171830503108,2895.169300225734,2051.783567134268,"child"
"cam001.MP4#t=0.8.jpg",2235.697184618313,566.2231015922673,2860.4966139954854,1406.813627254509,"plant"
"cam001.MP4#t=0.8.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=0.8.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=0.8.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=0.8.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=0.8.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=0.8.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=0.8.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=0.8.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=0.8.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=0.8.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=0.8.jpg",651.8373343094946,1843.0756578947364,976.9667559340322,1998.9473684210525,"slipper"
"cam001.MP4#t=1.2.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=1.2.jpg",2490.6296882871816,1429.74584036494,2890.835214446953,2056.112224448898,"child"
"cam001.MP4#t=1.2.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=1.2.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=1.2.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=1.2.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=1.2.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=1.2.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=1.2.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=1.2.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=1.2.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=1.2.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=1.2.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=1.2.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=1.4.jpg",3605.959367945825,947.9759519038074,3833.2343371196844,1806.192996784323,"tv"
"cam001.MP4#t=1.4.jpg",2516.634202959868,1421.0885257356813,2916.8397291196397,2047.454909819639,"child"
"cam001.MP4#t=1.4.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=1.4.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=1.4.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=1.4.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=1.4.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=1.4.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=1.4.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=1.4.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=1.4.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=1.4.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=1.4.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=1.4.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=9.2.jpg",3337.2460496614,952.3046092184368,3835.66591422122,1800.7214428857715,"tv"
"cam001.MP4#t=9.2.jpg",3484.6049661399607,1398.1563126252497,3831.3318284424386,1995.5110220440881,"child"
"cam001.MP4#t=9.2.jpg",2005.9906383429188,596.5237027946717,2630.790067720092,1437.114228456913,"plant"
"cam001.MP4#t=9.2.jpg",3169.5974627059395,0,3389.255079006773,1673.6842587119654,"camera_poll"
"cam001.MP4#t=9.2.jpg",2159.7625054189302,304.3645996570133,2279.7130872623334,1280.1540733412237,"camera_poll"
"cam001.MP4#t=9.2.jpg",1897.0132311901407,1158.6289177669169,2203.203216547724,1357.5762861879693,"cardboard"
"cam001.MP4#t=9.2.jpg",1582.9069109267205,1167.6406735783441,1772.3027185716035,1366.5880419993969,"bag"
"cam001.MP4#t=9.2.jpg",1447.5989974458844,1307.758756391535,1719.066225405194,1430.916651128377,"cloth"
"cam001.MP4#t=9.2.jpg",1159.92289235397,1322.3774674979584,1384.0413128995929,1445.5353622348005,"cloth"
"cam001.MP4#t=9.2.jpg",414.3140174741774,538.7575961763679,1183.2054176072236,1476.0721442885772,"plant"
"cam001.MP4#t=9.2.jpg",0,871.7224732990343,537.4266365688488,1848.3366733466933,"color_box"
"cam001.MP4#t=9.2.jpg",259.54111388658504,0,452.09347015970474,1514.654701634457,"camera_poll"
"cam001.MP4#t=9.2.jpg",103.6903819918977,104.70842115009722,258.3635767360409,909.9716513233085,"camera_poll"
"cam001.MP4#t=9.2.jpg",383.12401602507094,1864.7189444678827,771.467268623025,2025.811623246493,"slipper"
"cam001.MP4#t=1.6.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=1.6.jpg",2564.3091465264592,1421.0885257356813,2964.514672686231,2047.454909819639,"child"
"cam001.MP4#t=1.6.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=1.6.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=1.6.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=1.6.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=1.6.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=1.6.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=1.6.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=1.6.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=1.6.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=1.6.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=1.6.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=1.6.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=2.4.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=2.4.jpg",2559.9750607476817,1494.675700084378,3363.250564334086,2030.1402805611222,"child"
"cam001.MP4#t=2.4.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=2.4.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=2.4.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=2.4.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=2.4.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=2.4.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=2.4.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=2.4.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=2.4.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=2.4.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=2.4.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=2.4.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=3.6.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=3.6.jpg",2811.352035916986,1524.976301286782,3653.6343115124155,2056.112224448898,"child"
"cam001.MP4#t=3.6.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=3.6.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=3.6.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=3.6.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=3.6.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=3.6.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=3.6.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=3.6.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=3.6.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=3.6.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=3.6.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=3.6.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=3.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=3.jpg",2611.9840900930567,1533.6336159160405,3506.27539503386,2008.4969939879759,"child"
"cam001.MP4#t=3.jpg",2222.6949272819697,561.894444277638,2847.494356659143,1402.4849699398794,"plant"
"cam001.MP4#t=3.jpg",3429.6426094327994,2.0230745014391447,3628.5082074599263,1675.7073332134046,"camera_poll"
"cam001.MP4#t=3.jpg",2337.460022348952,295.7072850277549,2457.410604192355,1271.4967587119654,"camera_poll"
"cam001.MP4#t=3.jpg",2100.7152627928485,1167.2862323961758,2406.905248150432,1366.2336008172283,"cardboard"
"cam001.MP4#t=3.jpg",1769.2725994143034,1154.654701634457,1958.6684070591862,1353.6020700555096,"bag"
"cam001.MP4#t=3.jpg",1655.6351148273736,1290.444127133018,1927.102342786683,1413.60202186986,"cloth"
"cam001.MP4#t=3.jpg",1346.2885808415538,1309.3914955540706,1570.4070013871765,1432.5493902909127,"cloth"
"cam001.MP4#t=3.jpg",696.0295930949445,504.12833765933385,1295.783080302096,1416.7598684210525,"plant"
"cam001.MP4#t=3.jpg",102.58941989056721,902.023074501439,806.5105290536376,1877.8126927425985,"color_box"
"cam001.MP4#t=3.jpg",471.91131704685574,0,664.4636733199753,1514.654701634457,"camera_poll"
"cam001.MP4#t=3.jpg",320.3946709309495,122.0230504086143,475.06786567509255,927.2862805818255,"camera_poll"
"cam001.MP4#t=3.jpg",660.5055058670567,1825.7610286362194,985.6349274915945,1981.6327391625355,"slipper"
"cam001.MP4#t=2.8.jpg",3610.293453724605,926.3326653306613,3837.5684228984646,1784.5497102111767,"tv"
"cam001.MP4#t=2.8.jpg",2598.981832756712,1524.9763012867825,3428.2618510158018,2004.1683366733466,"child"
